Time(sec),EDA(uS),EDA_Filtered(uS),EDA_Valid(1Yes_0No),EDA_w_NaN_from_QA(uS),Temp(C)
6.3644e+10,0.661,0.66122,0,NaN,29.9
6.3644e+10,0.661,0.66121,0,NaN,29.9
6.3644e+10,0.661,0.66121,0,NaN,29.9
6.3644e+10,0.661,0.66121,0,NaN,30.1
6.3644e+10,0.661,0.6612,0,NaN,29.9
6.3644e+10,0.661,0.6612,0,NaN,29.9
6.3644e+10,0.661,0.6612,0,NaN,29.9
6.3644e+10,0.661,0.66119,0,NaN,29.9
6.3644e+10,0.661,0.66119,0,NaN,29.9
6.3644e+10,0.661,0.66119,0,NaN,29.9
6.3644e+10,0.661,0.66118,0,NaN,30.1
6.3644e+10,0.661,0.66118,0,NaN,29.9
6.3644e+10,0.661,0.66118,0,NaN,29.9
6.3644e+10,0.661,0.66117,0,NaN,29.9
6.3644e+10,0.661,0.66117,0,NaN,29.9
6.3644e+10,0.661,0.66117,0,NaN,30.1
6.3644e+10,0.661,0.66116,0,NaN,29.9
6.3644e+10,0.661,0.66116,0,NaN,29.9
6.3644e+10,0.661,0.66116,0,NaN,29.9
6.3644e+10,0.665,0.66116,0,NaN,30.4
6.3644e+10,0.663,0.66116,0,NaN,30.4
6.3644e+10,0.661,0.66115,0,NaN,30.4
6.3644e+10,0.665,0.66115,0,NaN,30.4
6.3644e+10,0.661,0.66114,0,NaN,30.4
6.3644e+10,0.661,0.66114,0,NaN,30.4
6.3644e+10,0.661,0.66113,0,NaN,30.4
6.3644e+10,0.661,0.66112,0,NaN,30.4
6.3644e+10,0.661,0.66112,0,NaN,30.4
6.3644e+10,0.661,0.66112,0,NaN,30.4
6.3644e+10,0.661,0.66111,0,NaN,30.4
6.3644e+10,0.661,0.66111,0,NaN,30.4
6.3644e+10,0.661,0.6611,0,NaN,30.4
6.3644e+10,0.661,0.6611,0,NaN,30.4
6.3644e+10,0.661,0.66109,0,NaN,30.4
6.3644e+10,0.661,0.66109,0,NaN,30.4
6.3644e+10,0.661,0.66108,0,NaN,30.4
6.3644e+10,0.661,0.66108,0,NaN,30.4
6.3644e+10,0.661,0.66108,0,NaN,30.4
6.3644e+10,0.658,0.66107,0,NaN,29.9
6.3644e+10,0.66,0.66107,0,NaN,29.9
6.3644e+10,0.661,0.66107,0,NaN,29.9
6.3644e+10,0.661,0.66106,0,NaN,29.9
6.3644e+10,0.661,0.66106,0,NaN,29.9
6.3644e+10,0.661,0.66106,0,NaN,29.9
6.3644e+10,0.661,0.66106,0,NaN,29.9
6.3644e+10,0.661,0.66105,0,NaN,29.9
6.3644e+10,0.661,0.66105,0,NaN,29.9
6.3644e+10,0.661,0.66105,0,NaN,29.9
6.3644e+10,0.661,0.66105,0,NaN,29.9
6.3644e+10,0.661,0.66104,0,NaN,29.9
6.3644e+10,0.661,0.66104,0,NaN,30.1
6.3644e+10,0.661,0.66104,0,NaN,30.1
6.3644e+10,0.661,0.66104,0,NaN,29.9
6.3644e+10,0.661,0.66103,0,NaN,29.9
6.3644e+10,0.661,0.66103,0,NaN,29.9
6.3644e+10,0.661,0.66103,0,NaN,30.1
6.3644e+10,0.661,0.66103,0,NaN,29.9
6.3644e+10,0.661,0.66102,0,NaN,30.1
6.3644e+10,0.661,0.66102,0,NaN,29.9
6.3644e+10,0.661,0.66102,0,NaN,29.9
6.3644e+10,0.661,0.66101,0,NaN,29.9
6.3644e+10,0.661,0.66101,0,NaN,29.9
6.3644e+10,0.661,0.66101,0,NaN,29.9
6.3644e+10,0.661,0.66101,0,NaN,29.9
6.3644e+10,0.661,0.661,0,NaN,29.9
6.3644e+10,0.661,0.661,0,NaN,29.9
6.3644e+10,0.661,0.661,0,NaN,29.9
6.3644e+10,0.661,0.661,0,NaN,29.9
6.3644e+10,0.661,0.66099,0,NaN,30.1
6.3644e+10,0.661,0.66099,0,NaN,29.9
6.3644e+10,0.661,0.66099,0,NaN,29.9
6.3644e+10,0.661,0.66099,0,NaN,29.9
6.3644e+10,0.661,0.66099,0,NaN,29.9
6.3644e+10,0.661,0.66098,0,NaN,29.9
6.3644e+10,0.661,0.66098,0,NaN,29.9
6.3644e+10,0.661,0.66098,0,NaN,29.9
6.3644e+10,0.661,0.66098,0,NaN,29.9
6.3644e+10,0.661,0.66097,0,NaN,29.9
6.3644e+10,0.661,0.66097,0,NaN,29.9
6.3644e+10,0.661,0.66097,0,NaN,29.9
6.3644e+10,0.661,0.66097,0,NaN,29.9
6.3644e+10,0.661,0.66096,0,NaN,29.9
6.3644e+10,0.661,0.66096,0,NaN,30.1
6.3644e+10,0.661,0.66096,0,NaN,30.1
6.3644e+10,0.661,0.66096,0,NaN,29.9
6.3644e+10,0.661,0.66096,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,30.1
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,30.1
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,30.1
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66095,0,NaN,29.9
6.3644e+10,0.661,0.66094,0,NaN,29.9
6.3644e+10,0.661,0.66094,0,NaN,29.9
6.3644e+10,0.661,0.66094,0,NaN,30.1
6.3644e+10,0.661,0.66094,0,NaN,29.9
6.3644e+10,0.661,0.66094,0,NaN,29.9
6.3644e+10,0.661,0.66093,0,NaN,30.1
6.3644e+10,0.661,0.66093,0,NaN,30.1
6.3644e+10,0.661,0.66093,0,NaN,29.9
6.3644e+10,0.661,0.66093,0,NaN,30.1
6.3644e+10,0.661,0.66092,0,NaN,29.9
6.3644e+10,0.657,0.66092,0,NaN,29.9
6.3644e+10,0.661,0.66092,0,NaN,29.9
6.3644e+10,0.661,0.66092,0,NaN,29.9
6.3644e+10,0.661,0.66092,0,NaN,29.9
6.3644e+10,0.661,0.66092,0,NaN,29.9
6.3644e+10,0.661,0.66091,0,NaN,29.9
6.3644e+10,0.661,0.66091,0,NaN,29.9
6.3644e+10,0.661,0.66091,0,NaN,29.9
6.3644e+10,0.661,0.6609,0,NaN,29.9
6.3644e+10,0.661,0.6609,0,NaN,29.9
6.3644e+10,0.661,0.6609,0,NaN,30.1
6.3644e+10,0.661,0.66089,0,NaN,30.1
6.3644e+10,0.661,0.66089,0,NaN,29.9
6.3644e+10,0.661,0.66088,0,NaN,29.9
6.3644e+10,0.661,0.66088,0,NaN,30.1
6.3644e+10,0.661,0.66087,0,NaN,29.9
6.3644e+10,0.661,0.66087,0,NaN,30.1
6.3644e+10,0.661,0.66086,0,NaN,30.1
6.3644e+10,0.661,0.66085,0,NaN,29.9
6.3644e+10,0.661,0.66084,0,NaN,30.1
6.3644e+10,0.661,0.66083,0,NaN,29.9
6.3644e+10,0.661,0.66082,0,NaN,30.1
6.3644e+10,0.661,0.66082,0,NaN,30.1
6.3644e+10,0.661,0.66081,0,NaN,29.9
6.3644e+10,0.661,0.66079,0,NaN,30.1
6.3644e+10,0.661,0.66078,0,NaN,30.1
6.3644e+10,0.661,0.66077,0,NaN,30.1
6.3644e+10,0.661,0.66076,0,NaN,29.9
6.3644e+10,0.661,0.66075,0,NaN,29.9
6.3644e+10,0.661,0.66074,0,NaN,30.1
6.3644e+10,0.661,0.66072,0,NaN,29.9
6.3644e+10,0.661,0.66071,0,NaN,30.1
6.3644e+10,0.661,0.6607,0,NaN,29.9
6.3644e+10,0.661,0.66068,0,NaN,29.9
6.3644e+10,0.661,0.66067,0,NaN,29.9
6.3644e+10,0.661,0.66065,0,NaN,30.1
6.3644e+10,0.661,0.66064,0,NaN,29.9
6.3644e+10,0.661,0.66062,0,NaN,29.9
6.3644e+10,0.661,0.66061,0,NaN,30.1
6.3644e+10,0.661,0.66059,0,NaN,29.9
6.3644e+10,0.661,0.66057,0,NaN,30.1
6.3644e+10,0.661,0.66055,0,NaN,29.9
6.3644e+10,0.661,0.66054,0,NaN,29.9
6.3644e+10,0.661,0.66052,0,NaN,30.1
6.3644e+10,0.661,0.6605,0,NaN,29.9
6.3644e+10,0.661,0.66047,0,NaN,29.9
6.3644e+10,0.661,0.66045,0,NaN,29.9
6.3644e+10,0.661,0.66043,0,NaN,29.9
6.3644e+10,0.661,0.6604,0,NaN,30.1
6.3644e+10,0.661,0.66038,0,NaN,29.9
6.3644e+10,0.661,0.66035,0,NaN,30.1
6.3644e+10,0.657,0.66032,0,NaN,29.9
6.3644e+10,0.661,0.6603,0,NaN,29.9
6.3644e+10,0.661,0.66027,0,NaN,30.1
6.3644e+10,0.661,0.66024,0,NaN,29.9
6.3644e+10,0.661,0.66021,0,NaN,30.1
6.3644e+10,0.661,0.66018,0,NaN,29.9
6.3644e+10,0.661,0.66015,0,NaN,30.1
6.3644e+10,0.661,0.66011,0,NaN,30.1
6.3644e+10,0.657,0.66008,0,NaN,29.9
6.3644e+10,0.661,0.66005,0,NaN,30.1
6.3644e+10,0.661,0.66001,0,NaN,29.9
6.3644e+10,0.661,0.65998,0,NaN,29.9
6.3644e+10,0.661,0.65994,0,NaN,29.9
6.3644e+10,0.661,0.6599,0,NaN,29.9
6.3644e+10,0.661,0.65986,0,NaN,29.9
6.3644e+10,0.661,0.65982,0,NaN,29.9
6.3644e+10,0.657,0.65978,0,NaN,30.1
6.3644e+10,0.661,0.65974,0,NaN,29.9
6.3644e+10,0.661,0.6597,0,NaN,30.1
6.3644e+10,0.657,0.65965,0,NaN,30.1
6.3644e+10,0.657,0.65961,0,NaN,30.1
6.3644e+10,0.661,0.65957,0,NaN,30.1
6.3644e+10,0.661,0.65952,0,NaN,30.1
6.3644e+10,0.661,0.65948,0,NaN,30.1
6.3644e+10,0.657,0.65943,0,NaN,30.1
6.3644e+10,0.661,0.65939,0,NaN,29.9
6.3644e+10,0.657,0.65934,0,NaN,30.1
6.3644e+10,0.661,0.6593,0,NaN,30.1
6.3644e+10,0.661,0.65925,0,NaN,29.9
6.3644e+10,0.657,0.6592,0,NaN,30.1
6.3644e+10,0.657,0.65916,0,NaN,30.1
6.3644e+10,0.659,0.65911,0,NaN,29.9
6.3644e+10,0.661,0.65907,0,NaN,30.1
6.3644e+10,0.657,0.65902,0,NaN,29.9
6.3644e+10,0.661,0.65897,0,NaN,29.9
6.3644e+10,0.657,0.65892,0,NaN,29.9
6.3644e+10,0.661,0.65888,0,NaN,29.9
6.3644e+10,0.657,0.65883,0,NaN,29.9
6.3644e+10,0.661,0.65878,0,NaN,30.1
6.3644e+10,0.661,0.65873,0,NaN,29.9
6.3644e+10,0.657,0.65868,0,NaN,30.1
6.3644e+10,0.661,0.65863,0,NaN,29.9
6.3644e+10,0.657,0.65858,0,NaN,30.1
6.3644e+10,0.659,0.65852,0,NaN,30.1
6.3644e+10,0.661,0.65847,0,NaN,29.9
6.3644e+10,0.661,0.65842,0,NaN,29.9
6.3644e+10,0.661,0.65836,0,NaN,30.1
6.3644e+10,0.657,0.65831,0,NaN,29.9
6.3644e+10,0.657,0.65825,0,NaN,30.1
6.3644e+10,0.657,0.65819,0,NaN,30.1
6.3644e+10,0.661,0.65814,0,NaN,29.9
6.3644e+10,0.661,0.65808,0,NaN,29.9
6.3644e+10,0.661,0.65802,0,NaN,30.1
6.3644e+10,0.655,0.65797,0,NaN,29.9
6.3644e+10,0.659,0.65791,0,NaN,29.9
6.3644e+10,0.657,0.65785,0,NaN,29.9
6.3644e+10,0.657,0.65779,0,NaN,30.1
6.3644e+10,0.659,0.65774,0,NaN,29.9
6.3644e+10,0.655,0.65768,0,NaN,30.1
6.3644e+10,0.657,0.65762,0,NaN,30.1
6.3644e+10,0.655,0.65757,0,NaN,29.9
6.3644e+10,0.657,0.65751,0,NaN,29.9
6.3644e+10,0.657,0.65746,0,NaN,30.1
6.3644e+10,0.657,0.65741,0,NaN,29.9
6.3644e+10,0.655,0.65735,0,NaN,29.9
6.3644e+10,0.657,0.6573,0,NaN,29.9
6.3644e+10,0.657,0.65725,0,NaN,29.9
6.3644e+10,0.655,0.6572,0,NaN,30.1
6.3644e+10,0.661,0.65715,0,NaN,29.9
6.3644e+10,0.657,0.6571,0,NaN,30.1
6.3644e+10,0.659,0.65705,0,NaN,30.1
6.3644e+10,0.657,0.657,0,NaN,30.1
6.3644e+10,0.655,0.65695,0,NaN,30.1
6.3644e+10,0.655,0.6569,0,NaN,29.9
6.3644e+10,0.657,0.65685,0,NaN,30.1
6.3644e+10,0.657,0.65681,0,NaN,29.9
6.3644e+10,0.655,0.65676,0,NaN,30.1
6.3644e+10,0.657,0.65671,0,NaN,30.1
6.3644e+10,0.657,0.65667,0,NaN,30.1
6.3644e+10,0.657,0.65662,0,NaN,29.9
6.3644e+10,0.655,0.65658,0,NaN,30.1
6.3644e+10,0.655,0.65654,0,NaN,29.9
6.3644e+10,0.655,0.65649,0,NaN,29.9
6.3644e+10,0.655,0.65645,0,NaN,29.9
6.3644e+10,0.655,0.65641,0,NaN,29.9
6.3644e+10,0.659,0.65637,0,NaN,30.1
6.3644e+10,0.655,0.65633,0,NaN,29.9
6.3644e+10,0.655,0.6563,0,NaN,29.9
6.3644e+10,0.657,0.65626,0,NaN,29.9
6.3644e+10,0.659,0.65622,0,NaN,29.9
6.3644e+10,0.657,0.65618,0,NaN,30.1
6.3644e+10,0.655,0.65614,0,NaN,29.9
6.3644e+10,0.657,0.65611,0,NaN,30.1
6.3644e+10,0.659,0.65607,0,NaN,30.1
6.3644e+10,0.655,0.65603,0,NaN,29.9
6.3644e+10,0.655,0.65599,0,NaN,30.1
6.3644e+10,0.655,0.65596,0,NaN,30.1
6.3644e+10,0.655,0.65592,0,NaN,30.1
6.3644e+10,0.657,0.65589,0,NaN,30.1
6.3644e+10,0.655,0.65585,0,NaN,30.1
6.3644e+10,0.655,0.65582,0,NaN,29.9
6.3644e+10,0.655,0.65579,0,NaN,30.1
6.3644e+10,0.655,0.65576,0,NaN,30.1
6.3644e+10,0.655,0.65573,0,NaN,30.1
6.3644e+10,0.655,0.6557,0,NaN,30.1
6.3644e+10,0.655,0.65567,0,NaN,30.1
6.3644e+10,0.655,0.65564,0,NaN,30.1
6.3644e+10,0.655,0.65562,0,NaN,30.1
6.3644e+10,0.655,0.65559,0,NaN,30.1
6.3644e+10,0.655,0.65557,0,NaN,29.9
6.3644e+10,0.655,0.65554,0,NaN,30.1
6.3644e+10,0.655,0.65552,0,NaN,30.1
6.3644e+10,0.655,0.6555,0,NaN,30.1
6.3644e+10,0.655,0.65548,0,NaN,30.1
6.3644e+10,0.655,0.65546,0,NaN,30.1
6.3644e+10,0.657,0.65544,0,NaN,29.9
6.3644e+10,0.655,0.65543,0,NaN,30.1
6.3644e+10,0.655,0.65541,0,NaN,30.1
6.3644e+10,0.655,0.6554,0,NaN,30.1
6.3644e+10,0.655,0.65538,0,NaN,29.9
6.3644e+10,0.655,0.65537,0,NaN,30.1
6.3644e+10,0.655,0.65535,0,NaN,30.1
6.3644e+10,0.657,0.65534,0,NaN,30.1
6.3644e+10,0.655,0.65532,0,NaN,30.1
6.3644e+10,0.655,0.65531,0,NaN,29.9
6.3644e+10,0.655,0.6553,0,NaN,29.9
6.3644e+10,0.655,0.65528,0,NaN,30.1
6.3644e+10,0.655,0.65527,0,NaN,29.9
6.3644e+10,0.655,0.65526,0,NaN,30.1
6.3644e+10,0.655,0.65525,0,NaN,30.1
6.3644e+10,0.655,0.65523,0,NaN,30.1
6.3644e+10,0.655,0.65522,0,NaN,29.9
6.3644e+10,0.655,0.65521,0,NaN,30.1
6.3644e+10,0.655,0.6552,0,NaN,29.9
6.3644e+10,0.655,0.65519,0,NaN,30.1
6.3644e+10,0.655,0.65518,0,NaN,30.1
6.3644e+10,0.657,0.65518,0,NaN,30.1
6.3644e+10,0.655,0.65517,0,NaN,29.9
6.3644e+10,0.655,0.65516,0,NaN,30.1
6.3644e+10,0.655,0.65515,0,NaN,30.1
6.3644e+10,0.655,0.65514,0,NaN,30.1
6.3644e+10,0.655,0.65513,0,NaN,30.1
6.3644e+10,0.655,0.65512,0,NaN,30.1
6.3644e+10,0.655,0.65512,0,NaN,29.9
6.3644e+10,0.655,0.65511,0,NaN,30.1
6.3644e+10,0.655,0.6551,0,NaN,30.1
6.3644e+10,0.655,0.65509,0,NaN,30.1
6.3644e+10,0.655,0.65509,0,NaN,29.9
6.3644e+10,0.655,0.65508,0,NaN,30.1
6.3644e+10,0.655,0.65507,0,NaN,29.9
6.3644e+10,0.655,0.65507,0,NaN,30.1
6.3644e+10,0.655,0.65506,0,NaN,30.1
6.3644e+10,0.655,0.65506,0,NaN,30.1
6.3644e+10,0.655,0.65505,0,NaN,29.9
6.3644e+10,0.655,0.65504,0,NaN,29.9
6.3644e+10,0.655,0.65504,0,NaN,30.1
6.3644e+10,0.655,0.65504,0,NaN,29.9
6.3644e+10,0.655,0.65503,0,NaN,30.1
6.3644e+10,0.655,0.65503,0,NaN,30.1
6.3644e+10,0.655,0.65503,0,NaN,30.1
6.3644e+10,0.655,0.65502,0,NaN,29.9
6.3644e+10,0.655,0.65502,0,NaN,30.1
6.3644e+10,0.655,0.65501,0,NaN,30.1
6.3644e+10,0.655,0.65501,0,NaN,30.1
6.3644e+10,0.655,0.65501,0,NaN,30.1
6.3644e+10,0.655,0.655,0,NaN,30.1
6.3644e+10,0.655,0.655,0,NaN,30.1
6.3644e+10,0.655,0.65499,0,NaN,29.9
6.3644e+10,0.655,0.65499,0,NaN,30.1
6.3644e+10,0.655,0.65499,0,NaN,30.1
6.3644e+10,0.655,0.65498,0,NaN,29.9
6.3644e+10,0.655,0.65498,0,NaN,30.1
6.3644e+10,0.655,0.65498,0,NaN,29.9
6.3644e+10,0.655,0.65497,0,NaN,30.1
6.3644e+10,0.655,0.65497,0,NaN,30.1
6.3644e+10,0.655,0.65496,0,NaN,30.1
6.3644e+10,0.655,0.65496,0,NaN,29.9
6.3644e+10,0.655,0.65496,0,NaN,30.1
6.3644e+10,0.655,0.65495,0,NaN,30.1
6.3644e+10,0.655,0.65495,0,NaN,30.1
6.3644e+10,0.655,0.65494,0,NaN,30.1
6.3644e+10,0.655,0.65494,0,NaN,30.1
6.3644e+10,0.655,0.65493,0,NaN,30.1
6.3644e+10,0.655,0.65493,0,NaN,30.1
6.3644e+10,0.655,0.65493,0,NaN,30.1
6.3644e+10,0.655,0.65492,0,NaN,30.1
6.3644e+10,0.655,0.65492,0,NaN,29.9
6.3644e+10,0.655,0.65491,0,NaN,30.1
6.3644e+10,0.655,0.65491,0,NaN,30.1
6.3644e+10,0.655,0.6549,0,NaN,30.1
6.3644e+10,0.655,0.6549,0,NaN,30.1
6.3644e+10,0.655,0.6549,0,NaN,29.9
6.3644e+10,0.655,0.65489,0,NaN,30.1
6.3644e+10,0.655,0.65489,0,NaN,30.1
6.3644e+10,0.655,0.65488,0,NaN,30.1
6.3644e+10,0.655,0.65488,0,NaN,29.9
6.3644e+10,0.655,0.65487,0,NaN,30.1
6.3644e+10,0.655,0.65486,0,NaN,30.1
6.3644e+10,0.655,0.65486,0,NaN,30.1
6.3644e+10,0.655,0.65485,0,NaN,30.1
6.3644e+10,0.652,0.65485,0,NaN,30.1
6.3644e+10,0.655,0.65484,0,NaN,29.9
6.3644e+10,0.655,0.65483,0,NaN,30.1
6.3644e+10,0.655,0.65483,0,NaN,30.1
6.3644e+10,0.655,0.65482,0,NaN,29.9
6.3644e+10,0.655,0.65481,0,NaN,30.1
6.3644e+10,0.655,0.65481,0,NaN,30.1
6.3644e+10,0.655,0.6548,0,NaN,30.1
6.3644e+10,0.655,0.65479,0,NaN,30.1
6.3644e+10,0.655,0.65478,0,NaN,30.1
6.3644e+10,0.655,0.65477,0,NaN,30.1
6.3644e+10,0.655,0.65476,0,NaN,30.1
6.3644e+10,0.655,0.65475,0,NaN,30.1
6.3644e+10,0.655,0.65474,0,NaN,30.1
6.3644e+10,0.655,0.65473,0,NaN,30.1
6.3644e+10,0.655,0.65472,0,NaN,30.1
6.3644e+10,0.655,0.6547,0,NaN,30.1
6.3644e+10,0.655,0.65469,1,0.655,30.1
6.3644e+10,0.655,0.65468,1,0.655,29.9
6.3644e+10,0.655,0.65466,1,0.655,30.1
6.3644e+10,0.652,0.65465,1,0.652,30.1
6.3644e+10,0.655,0.65463,1,0.655,30.1
6.3644e+10,0.655,0.65462,1,0.655,30.1
6.3644e+10,0.652,0.6546,1,0.652,30.1
6.3644e+10,0.655,0.65459,1,0.655,30.1
6.3644e+10,0.655,0.65458,1,0.655,30.1
6.3644e+10,0.655,0.65456,1,0.655,30.1
6.3644e+10,0.655,0.65455,1,0.655,30.1
6.3644e+10,0.655,0.65453,1,0.655,30.1
6.3644e+10,0.655,0.65451,1,0.655,30.1
6.3644e+10,0.655,0.65449,1,0.655,30.1
6.3644e+10,0.655,0.65447,1,0.655,30.1
6.3644e+10,0.655,0.65445,1,0.655,30.1
6.3644e+10,0.655,0.65443,1,0.655,30.1
6.3644e+10,0.655,0.6544,1,0.655,30.1
6.3644e+10,0.655,0.65438,1,0.655,30.1
6.3644e+10,0.655,0.65435,1,0.655,30.1
6.3644e+10,0.652,0.65432,1,0.652,30.1
6.3644e+10,0.655,0.65429,1,0.655,30.1
6.3644e+10,0.655,0.65426,1,0.655,29.9
6.3644e+10,0.655,0.65423,1,0.655,30.1
6.3644e+10,0.655,0.6542,1,0.655,30.1
6.3644e+10,0.655,0.65417,1,0.655,30.1
6.3644e+10,0.655,0.65413,1,0.655,30.1
6.3644e+10,0.655,0.6541,1,0.655,30.1
6.3644e+10,0.655,0.65406,1,0.655,30.1
6.3644e+10,0.652,0.65402,1,0.652,30.1
6.3644e+10,0.655,0.65398,1,0.655,30.1
6.3644e+10,0.655,0.65395,1,0.655,30.1
6.3644e+10,0.655,0.65391,1,0.655,30.1
6.3644e+10,0.655,0.65386,1,0.655,30.1
6.3644e+10,0.655,0.65382,1,0.655,30.1
