Time(sec),EDA(uS),EDA_Valid(1Yes_0No),EDA_w_NaN_from_QA(uS),Temp(C)
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.659,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.659,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.661,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.659,0,NaN,29.9
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.659,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.661,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.659,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.659,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.659,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.659,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.657,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.657,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.652,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,29.9
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,0,NaN,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,29.9
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,29.9
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,29.9
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,29.9
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.655,1,0.655,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,29.9
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.651,1,0.651,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,29.9
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.652,1,0.652,30.1
6.3644e+10,0.648,1,0.648,30.1
6.3644e+10,0.648,1,0.648,30.1
